Source,Target,Type,Id,Label,Weight
Ugw8q_O00-GN9DEUn_B4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367612,,1
Ugw8q_O00-GN9DEUn_B4AaABAg.9UPeIOD6_Az9UXTIz2bapB,Bệnh viện ĐKQT Vinmec,Directed,367613,,1
Ugz64qbCgCxrWjVavyx4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367614,,1
Ugz64qbCgCxrWjVavyx4AaABAg.9U2Hqk91GOX9U3ZJawrC4p,Bệnh viện ĐKQT Vinmec,Directed,367615,,1
UgzHPEmY-HVbPulSJAR4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367616,,1
UgzHPEmY-HVbPulSJAR4AaABAg.9TdP2CvhSTb9WH6uN4FLLb,Bệnh viện ĐKQT Vinmec,Directed,367617,,1
UgxhxYd__tNZsdMKraV4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367618,,1
UgxhxYd__tNZsdMKraV4AaABAg.9M6CX8ALKwX9YPgHUMVt4m,Bệnh viện ĐKQT Vinmec,Directed,367619,,1
UgxhxYd__tNZsdMKraV4AaABAg.9M6CX8ALKwX9aI8WWl710S,Bệnh viện ĐKQT Vinmec,Directed,367620,,1
UgxhxYd__tNZsdMKraV4AaABAg.9M6CX8ALKwX9nf08vAIDaJ,Bệnh viện ĐKQT Vinmec,Directed,367621,,1
UgxhxYd__tNZsdMKraV4AaABAg.9M6CX8ALKwX9ng0IhH_49F,Bệnh viện ĐKQT Vinmec,Directed,367622,,1
UgxhxYd__tNZsdMKraV4AaABAg.9M6CX8ALKwX9sOjuf38I0-,Bệnh viện ĐKQT Vinmec,Directed,367623,,1
Ugzu78swOfwWpXW_lxl4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367624,,1
UgxFMJkJXoKvazS-zTR4AaABAg,Handmade VN,Directed,367625,,1
Ugy9ygxlRtuvRpHol9h4AaABAg,Handmade VN,Directed,367626,,1
UgwzaZxXDlXwGfLY_m94AaABAg,Handmade VN,Directed,367627,,1
UgxcBcvU0lPoQZwLP0N4AaABAg,Handmade VN,Directed,367628,,1
Ugxt1ajKhpnFBbHjOWF4AaABAg,Handmade VN,Directed,367629,,1
Ugxt1ajKhpnFBbHjOWF4AaABAg.9xOJtDnqjbp9xPkHwL-Vzh,Handmade VN,Directed,367630,,1
Ugx7f-_4ewPcTNFfOvF4AaABAg,Handmade VN,Directed,367631,,1
Ugx7f-_4ewPcTNFfOvF4AaABAg.9u4VARFq-m99uDsPh3OKK1,Handmade VN,Directed,367632,,1
Ugw5rMohWm0owpNkt_h4AaABAg,Handmade VN,Directed,367633,,1
UgyGcd7w5OkCH64tMl94AaABAg,Handmade VN,Directed,367634,,1
UgyGcd7w5OkCH64tMl94AaABAg.9ovOqWLpO8D9ovSuB-BZBh,Handmade VN,Directed,367635,,1
UgwwRrxjSZQZQTQkkeF4AaABAg,Handmade VN,Directed,367636,,1
UgyoRAxzD8-QngWGZu14AaABAg,Handmade VN,Directed,367637,,1
UgylEDH5imLyhAMnwX14AaABAg,Handmade VN,Directed,367638,,1
UgzJAnCTxl3gLRCcbYl4AaABAg,Handmade VN,Directed,367639,,1
UgzjyS5OK34gVP5538h4AaABAg,Handmade VN,Directed,367640,,1
UgzjyS5OK34gVP5538h4AaABAg.9hEbtuW3Qwa9hEz4qkbIJm,Handmade VN,Directed,367641,,1
UgwHSSjXzrgchBzA0ep4AaABAg,Handmade VN,Directed,367642,,1
UgwHSSjXzrgchBzA0ep4AaABAg.9d-xSv4iF_a9d3R0BHPR2h,Handmade VN,Directed,367643,,1
UgwfzWTZwlfhmla3kAh4AaABAg,Handmade VN,Directed,367644,,1
UgwfzWTZwlfhmla3kAh4AaABAg.9cqkv0MsYJA9cqo9ejbdUj,Handmade VN,Directed,367645,,1
UgzYpFXn6CQ5xcpC6ph4AaABAg,Handmade VN,Directed,367646,,1
UgzYpFXn6CQ5xcpC6ph4AaABAg.9cqN9wyN5BX9cqP4nsEPuZ,Handmade VN,Directed,367647,,1
UgxoqNKFQa29A0wzr4x4AaABAg,Handmade VN,Directed,367648,,1
UgxuiFD3sc7DrN3_4IZ4AaABAg,Handmade VN,Directed,367649,,1
Ugx_dO09rB3HywWmgU14AaABAg,Handmade VN,Directed,367650,,1
Ugx_dO09rB3HywWmgU14AaABAg.9cVA8z1_X-k9cVevxL17ZI,Handmade VN,Directed,367651,,1
UgwA1mpRVACrLjWJ4QV4AaABAg,Handmade VN,Directed,367652,,1
Ugw7SYZvKZgsRCKBEkB4AaABAg,Handmade VN,Directed,367653,,1
Ugw7SYZvKZgsRCKBEkB4AaABAg.9bjXa9Ai59h9bkeXKghzJI,Handmade VN,Directed,367654,,1
Ugzjp3iy-GtDoJBLwpV4AaABAg,Handmade VN,Directed,367655,,1
Ugzjp3iy-GtDoJBLwpV4AaABAg.9beRr0GQf_O9bfWQcgd1Dq,Handmade VN,Directed,367656,,1
UgwQjPWiWuoea5-6--B4AaABAg,Handmade VN,Directed,367657,,1
UgwQjPWiWuoea5-6--B4AaABAg.9bXH5LgJri49bbxfeXqnau,Handmade VN,Directed,367658,,1
Ugw4_ePSi-9STpIRj5h4AaABAg,Handmade VN,Directed,367659,,1
Ugx1y7UMp3BlP1M6NxZ4AaABAg,Handmade VN,Directed,367660,,1
UgxynlTntTKXQ9yuBQ14AaABAg,Handmade VN,Directed,367661,,1
UgxynlTntTKXQ9yuBQ14AaABAg.9bDJNznNIXo9bFWl21oid_,Handmade VN,Directed,367662,,1
UgwOJxvhQDzoSrhDqEl4AaABAg,Handmade VN,Directed,367663,,1
UgwOJxvhQDzoSrhDqEl4AaABAg.9bDCCcDjXbP9bFWixqUvOJ,Handmade VN,Directed,367664,,1
Ugy_0UUjdyo6XCFBNv14AaABAg,Handmade VN,Directed,367665,,1
Ugy_0UUjdyo6XCFBNv14AaABAg.9bBotZ9aofP9bC09GdxkT5,Handmade VN,Directed,367666,,1
UgwvdbsNHtWLQTUJXuR4AaABAg,Handmade VN,Directed,367667,,1
UgwvdbsNHtWLQTUJXuR4AaABAg.9b2g6caFW9I9b56_6IfF17,Handmade VN,Directed,367668,,1
UgwvdbsNHtWLQTUJXuR4AaABAg.9b2g6caFW9I9c7fPZPuFZ_,Handmade VN,Directed,367669,,1
UgwvdbsNHtWLQTUJXuR4AaABAg.9b2g6caFW9I9cSoOkbw-dC,Handmade VN,Directed,367670,,1
UgwrZJN03QOpf9Ybw6t4AaABAg,Handmade VN,Directed,367671,,1
UgwrZJN03QOpf9Ybw6t4AaABAg.9b1RzM2dfGe9b2ZFm2WyRn,Handmade VN,Directed,367672,,1
UgyjTWsCEulvKrD-8-B4AaABAg,Handmade VN,Directed,367673,,1
UgwJjvAW5k7-NFtSQHR4AaABAg,Handmade VN,Directed,367674,,1
UgwJjvAW5k7-NFtSQHR4AaABAg.9aukWc-dB-P9auzsdjKYiR,Handmade VN,Directed,367675,,1
Ugxm76aiOduj2YP5dP14AaABAg,Handmade VN,Directed,367676,,1
Ugxm76aiOduj2YP5dP14AaABAg.9at5K2E6kjp9atG3gczJKY,Handmade VN,Directed,367677,,1
UgxAogrDI8k-i6yy8jl4AaABAg,Handmade VN,Directed,367678,,1
UgxAogrDI8k-i6yy8jl4AaABAg.9asIzUhFXws9asNU9yvkK5,Handmade VN,Directed,367679,,1
UgzFwgJuuCsULS4H_JF4AaABAg,Handmade VN,Directed,367680,,1
UgzFwgJuuCsULS4H_JF4AaABAg.9aqY8nIcnT39aqkTcsFgdP,Handmade VN,Directed,367681,,1
UgzFwgJuuCsULS4H_JF4AaABAg.9aqY8nIcnT39aqnhN0yFgJ,Handmade VN,Directed,367682,,1
UgyhJKo8ZA18XRK6hbl4AaABAg,Handmade VN,Directed,367683,,1
UgyhJKo8ZA18XRK6hbl4AaABAg.9aoZbCZN1kY9apcPjqx3dA,Handmade VN,Directed,367684,,1
Ugy1338f-TWf49xseyJ4AaABAg,Handmade VN,Directed,367685,,1
Ugy1338f-TWf49xseyJ4AaABAg.9ae1bt0XFkC9afHt__HYrn,Handmade VN,Directed,367686,,1
Ugy1338f-TWf49xseyJ4AaABAg.9ae1bt0XFkC9agYww5yrxD,Handmade VN,Directed,367687,,1
Ugz4fKBKyQ-JprYQQc94AaABAg,Handmade VN,Directed,367688,,1
Ugz4fKBKyQ-JprYQQc94AaABAg.9acNrQBP6zz9adrNOH9qoy,Handmade VN,Directed,367689,,1
Ugz4fKBKyQ-JprYQQc94AaABAg.9acNrQBP6zz9bRbVqJXE_L,Handmade VN,Directed,367690,,1
Ugz4fKBKyQ-JprYQQc94AaABAg.9acNrQBP6zz9bUTj75Ijra,Handmade VN,Directed,367691,,1
UgwcQ_1gyFa-VpIjASl4AaABAg,Handmade VN,Directed,367692,,1
UgwcQ_1gyFa-VpIjASl4AaABAg.9a_6ZBsqAZl9a_oMMt9VLy,Handmade VN,Directed,367693,,1
UgxsfacgwIVytT0XXSh4AaABAg,Handmade VN,Directed,367694,,1
UgxsfacgwIVytT0XXSh4AaABAg.9aZZ9zAr-GA9aZorxKIhWb,Handmade VN,Directed,367695,,1
UgxsfacgwIVytT0XXSh4AaABAg.9aZZ9zAr-GA9a_Ns7BY7Xz,Handmade VN,Directed,367696,,1
UgxsfacgwIVytT0XXSh4AaABAg.9aZZ9zAr-GA9afML9XdKmS,Handmade VN,Directed,367697,,1
UgxsfacgwIVytT0XXSh4AaABAg.9aZZ9zAr-GA9asJVLhZTM8,Handmade VN,Directed,367698,,1
Ugx9gZ-1ryiM2hTmAvh4AaABAg,Handmade VN,Directed,367699,,1
Ugx9gZ-1ryiM2hTmAvh4AaABAg.9aWMNqgoNtT9ceEhMwCg_p,Handmade VN,Directed,367700,,1
UgxMbSKsmvKAzXzjvRp4AaABAg,Handmade VN,Directed,367701,,1
UgxMbSKsmvKAzXzjvRp4AaABAg.9aVtpGrZw1A9aW-Tk_hb3M,Handmade VN,Directed,367702,,1
UgyGSkhzuxIfMNVguot4AaABAg,Handmade VN,Directed,367703,,1
UgyGSkhzuxIfMNVguot4AaABAg.9aRtwaw1ioU9aVxLrFCcfW,Handmade VN,Directed,367704,,1
Ugwv2MbT5jzcV-6Jiwd4AaABAg,Handmade VN,Directed,367705,,1
Ugwv2MbT5jzcV-6Jiwd4AaABAg.9aRD-HccbuH9aSBV6SHp68,Handmade VN,Directed,367706,,1
UgzRSsELNL9YNuDjlOJ4AaABAg,Handmade VN,Directed,367707,,1
UgzRSsELNL9YNuDjlOJ4AaABAg.9aQom7bAGhM9aVwT3NyUSK,Handmade VN,Directed,367708,,1
Ugx0WQG-5X2T3QXs4TJ4AaABAg,Handmade VN,Directed,367709,,1
Ugx0WQG-5X2T3QXs4TJ4AaABAg.9aPmGsCDbMf9aQWHeCp71h,Handmade VN,Directed,367710,,1
Ugzdgg4eC5MDLhbXK0t4AaABAg,Handmade VN,Directed,367711,,1
Ugzdgg4eC5MDLhbXK0t4AaABAg.9aPULM0IHNJ9aPXeLKrn2y,Handmade VN,Directed,367712,,1
Ugzdgg4eC5MDLhbXK0t4AaABAg.9aPULM0IHNJ9aQn2vipbFe,Handmade VN,Directed,367713,,1
Ugzdgg4eC5MDLhbXK0t4AaABAg.9aPULM0IHNJ9aW7izDeznw,Handmade VN,Directed,367714,,1
UgwuHxVClt6M8L3zq2x4AaABAg,Handmade VN,Directed,367715,,1
Ugx5U-dFTNlvgrsyi6B4AaABAg,Handmade VN,Directed,367716,,1
UgydeZIx9zQ3O3WKtf54AaABAg,Handmade VN,Directed,367717,,1
UgydeZIx9zQ3O3WKtf54AaABAg.9aOffy7sErG9aPWq3ujJgb,Handmade VN,Directed,367718,,1
UgziEI3yskp0y6fla9d4AaABAg,Handmade VN,Directed,367719,,1
UgziEI3yskp0y6fla9d4AaABAg.9aOXvS1Qe_29aPWN61t8b_,Handmade VN,Directed,367720,,1
Ugw5aRSgY9RvqYRSoxx4AaABAg,Handmade VN,Directed,367721,,1
Ugw5aRSgY9RvqYRSoxx4AaABAg.9aO6EnDJXE09aOOssNbpAo,Handmade VN,Directed,367722,,1
UgxEZjAvtne9IZKSQft4AaABAg,Handmade VN,Directed,367723,,1
UgxEZjAvtne9IZKSQft4AaABAg.9aNtH5RTq779aOOd68sGSf,Handmade VN,Directed,367724,,1
UgwyJKkRf4DyoLtIT2l4AaABAg,Handmade VN,Directed,367725,,1
UgwyJKkRf4DyoLtIT2l4AaABAg.9aMynl2fwDb9aOOCl8aHss,Handmade VN,Directed,367726,,1
UgzUhrIMW2bCeYHxig94AaABAg,Handmade VN,Directed,367727,,1
UgzUhrIMW2bCeYHxig94AaABAg.9aMoYBIoxbd9aONrUs8uWP,Handmade VN,Directed,367728,,1
UgwEJtQvpzHPZtuOWKR4AaABAg,Handmade VN,Directed,367729,,1
UgwEJtQvpzHPZtuOWKR4AaABAg.9aLEG-mTQJL9aL_7tK0RUs,Handmade VN,Directed,367730,,1
UgwSYNB8tg_jzrOAPj54AaABAg,Handmade VN,Directed,367731,,1
UgwSYNB8tg_jzrOAPj54AaABAg.9aJJ4542Gr_9aJ_qeYfw_o,Handmade VN,Directed,367732,,1
Ugyv9YL3_4SpFn-jkY94AaABAg,Handmade VN,Directed,367733,,1
Ugyv9YL3_4SpFn-jkY94AaABAg.9aI1ZppaZbo9aJ_4GspCXP,Handmade VN,Directed,367734,,1
Ugyv9YL3_4SpFn-jkY94AaABAg.9aI1ZppaZbo9lVOcVJ_1W2,Handmade VN,Directed,367735,,1
UgyvpKDd1a_gWVbKweV4AaABAg,Handmade VN,Directed,367736,,1
UgyvpKDd1a_gWVbKweV4AaABAg.9aHtc585xqL9aHuqZQ3xMi,Handmade VN,Directed,367737,,1
Ugzwa0Obhaxjd_uuLXl4AaABAg,Handmade VN,Directed,367738,,1
Ugzwa0Obhaxjd_uuLXl4AaABAg.9aGmeptYUaa9aGqeRdX3Iy,Handmade VN,Directed,367739,,1
UgwLTF6TgiqWz0ktkMR4AaABAg,Handmade VN,Directed,367740,,1
UgwLTF6TgiqWz0ktkMR4AaABAg.9aGjenzbMs29aGkvjsnW7J,Handmade VN,Directed,367741,,1
UgwLTF6TgiqWz0ktkMR4AaABAg.9aGjenzbMs29aI5MJXKzeM,Handmade VN,Directed,367742,,1
UgxAm91LvdSsZRhk2CB4AaABAg,Handmade VN,Directed,367743,,1
UgzpxnATSxhxxGNTpFt4AaABAg,Handmade VN,Directed,367744,,1
UgwJp4QPjAWwOoDPQPp4AaABAg,Handmade VN,Directed,367745,,1
UgwJp4QPjAWwOoDPQPp4AaABAg.9aGMYr-WjdE9aGNpvVg_xZ,Handmade VN,Directed,367746,,1
UgwJp4QPjAWwOoDPQPp4AaABAg.9aGMYr-WjdE9aIMYxHLFfC,Handmade VN,Directed,367747,,1
UgwJp4QPjAWwOoDPQPp4AaABAg.9aGMYr-WjdE9aMEvQcEfHs,Handmade VN,Directed,367748,,1
UgwJp4QPjAWwOoDPQPp4AaABAg.9aGMYr-WjdE9cQnRVQnGMT,Handmade VN,Directed,367749,,1
UgwJp4QPjAWwOoDPQPp4AaABAg.9aGMYr-WjdE9cRUDVUNMT_,Handmade VN,Directed,367750,,1
Ugw65CwLKBiFfL_jElF4AaABAg,Handmade VN,Directed,367751,,1
Ugw65CwLKBiFfL_jElF4AaABAg.9aGMB8sz4xK9aGNgrumkno,Handmade VN,Directed,367752,,1
UgzDJ-5y6nyP6vc1JYN4AaABAg,Handmade VN,Directed,367753,,1
UgzDJ-5y6nyP6vc1JYN4AaABAg.9aGLYLQbQag9aGNe82HZSY,Handmade VN,Directed,367754,,1
Ugx8e10RRuWLL_mStW14AaABAg,Handmade VN,Directed,367755,,1
Ugx8e10RRuWLL_mStW14AaABAg.9aGLFedNrqz9aGLyShwTEf,Handmade VN,Directed,367756,,1
Ugx8e10RRuWLL_mStW14AaABAg.9aGLFedNrqz9aJ_7txgcVI,Handmade VN,Directed,367757,,1
Ugx8e10RRuWLL_mStW14AaABAg.9aGLFedNrqz9aLo6yHrlb-,Handmade VN,Directed,367758,,1
Ugx8e10RRuWLL_mStW14AaABAg.9aGLFedNrqz9aLoN4RXtaF,Handmade VN,Directed,367759,,1
Ugx8e10RRuWLL_mStW14AaABAg.9aGLFedNrqz9aMFSdFNVin,Handmade VN,Directed,367760,,1
Ugzbb83q4Or3h1nhS9Z4AaABAg,Handmade VN,Directed,367761,,1
Ugzbb83q4Or3h1nhS9Z4AaABAg.9aGFQabsNLB9aGLcaJLy1E,Handmade VN,Directed,367762,,1
Ugzbb83q4Or3h1nhS9Z4AaABAg.9aGFQabsNLB9aGlWIMEDOZ,Handmade VN,Directed,367763,,1
UgwhWAy92WZyap_4xKZ4AaABAg,Handmade VN,Directed,367764,,1
UgwhWAy92WZyap_4xKZ4AaABAg.9aGFMu-om1a9aGM09J82o2,Handmade VN,Directed,367765,,1
UgwhWAy92WZyap_4xKZ4AaABAg.9aGFMu-om1a9ahkIxCcW_B,Handmade VN,Directed,367766,,1
UgwVocZE3eH6rWy4Go94AaABAg,Dr Ngọc Official,Directed,367767,,1
UgwVocZE3eH6rWy4Go94AaABAg.AAqYO5WevkNAAqYZD500mt,Dr Ngọc Official,Directed,367768,,1
UgxHXS0-Ha2V2fXKbFZ4AaABAg,Dr Ngọc Official,Directed,367769,,1
UgzzT-wyY_kMEYkX4t14AaABAg,Dr Ngọc Official,Directed,367770,,1
UgzzT-wyY_kMEYkX4t14AaABAg.9yKvw3GKKfW9yL9iD4G-Ru,Dr Ngọc Official,Directed,367771,,1
UgytF4F9z6hUO3zjd0N4AaABAg,Dr Ngọc Official,Directed,367772,,1
UgytF4F9z6hUO3zjd0N4AaABAg.9yIgLejtUOi9yIgZsBNWEN,Dr Ngọc Official,Directed,367773,,1
UgwPw0dS91t3HBA49j94AaABAg,Dr Ngọc Official,Directed,367774,,1
UgzWK7D2B5EpCqH6Cyt4AaABAg,Dr Ngọc Official,Directed,367775,,1
UgzWK7D2B5EpCqH6Cyt4AaABAg.9yA9BDv21Bc9yAStDpBtGJ,Dr Ngọc Official,Directed,367776,,1
UgyyjJRj389Da9xCFux4AaABAg,Dr Ngọc Official,Directed,367777,,1
UgyyjJRj389Da9xCFux4AaABAg.9y8CmnqcnQo9y8JZqwR-Cb,Dr Ngọc Official,Directed,367778,,1
UgyyjJRj389Da9xCFux4AaABAg.9y8CmnqcnQo9y8K-kEikSu,Dr Ngọc Official,Directed,367779,,1
UgzY_bF8j94Q1EOpV_F4AaABAg,Dr Ngọc Official,Directed,367780,,1
UgzY_bF8j94Q1EOpV_F4AaABAg.9y7ug1x8vPy9y7uoo6t8tW,Dr Ngọc Official,Directed,367781,,1
Ugxqgx6Fexscn27sEwF4AaABAg,Dr Ngọc Official,Directed,367782,,1
Ugxqgx6Fexscn27sEwF4AaABAg.9y7qFKX3_ZW9y7sO4q5cHK,Dr Ngọc Official,Directed,367783,,1
UgxoJJIqvuLliBzF5zh4AaABAg,Dr Ngọc Official,Directed,367784,,1
UgxRk_94jjy4d-NotlN4AaABAg,Bs Thủy Triệu Official,Directed,367785,,1
Ugx1rftq6RrLjDrD3it4AaABAg,Bs Thủy Triệu Official,Directed,367786,,1
Ugy62uPiqMHtulBFjB54AaABAg,Bs Thủy Triệu Official,Directed,367787,,1
UgycSwYJG2ah-lejgEx4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367788,,1
Ugzz8C7AL-mZE73R1TJ4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367789,,1
UgwS_Lc6liEOsls6sRh4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367790,,1
UgwSbFXBz_otqluID7N4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367791,,1
UgxR-lLsFH-4jOmvuKZ4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367792,,1
UgxOUpWJU34dORIKTz94AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367793,,1
UgzEM33tKDnX4iSL6Zp4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367794,,1
UgyAaKLJvsUEeYgw2CZ4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367795,,1
UgyAaKLJvsUEeYgw2CZ4AaABAg.9UOUOAQ5ZR09Ut0VHU3hbu,Bệnh viện ĐKQT Vinmec,Directed,367796,,1
Ugx-QYMnXHLC6Ec9A6F4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367797,,1
Ugy10lFysSr6ZTiniV14AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367798,,1
UgzB8Bdq8HoHW-tLU8h4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367799,,1
UgzB8Bdq8HoHW-tLU8h4AaABAg.9R5rCRsyEV49S5oVjyKkui,Bệnh viện ĐKQT Vinmec,Directed,367800,,1
UgyaCVW_Rj85UNeVASF4AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367801,,1
UgzJb3dcTuV_ONWOxQ14AaABAg,Bệnh viện ĐKQT Vinmec,Directed,367802,,1
UgzJb3dcTuV_ONWOxQ14AaABAg.9LS_z4o2CzZ9Mv4LMkjtex,Bệnh viện ĐKQT Vinmec,Directed,367803,,1
Ugw46M8VNXTwBO3JL1l4AaABAg,PHÒNG KHÁM THẠNH TRỊ (GENERAL CLINIC),Directed,367804,,8
Ugw46M8VNXTwBO3JL1l4AaABAg.AF1dp8uAKJNAF2Of3qYxqO,PHÒNG KHÁM THẠNH TRỊ (GENERAL CLINIC),Directed,367812,,8
Ugyo_VAbnLIVYjtH4Z14AaABAg,Dr Ngọc Official,Directed,367820,,1
UgwKUhPaZUZRdc8w9LR4AaABAg,Dr Ngọc Official,Directed,367821,,1
Ugy1_2GGbaBuR80OPyF4AaABAg,Dr Ngọc Official,Directed,367822,,1
Ugy1_2GGbaBuR80OPyF4AaABAg.A12LTKxFsaqA12hZkp28Qr,Dr Ngọc Official,Directed,367823,,1
Ugy1_2GGbaBuR80OPyF4AaABAg.A12LTKxFsaqA18kynVT3Rc,Dr Ngọc Official,Directed,367824,,1
Ugw2wcMgEksS0VV8-9Z4AaABAg,Dr Ngọc Official,Directed,367825,,1
Ugw2wcMgEksS0VV8-9Z4AaABAg.A0zWEM3VXXqA1N37dGDK-Q,Dr Ngọc Official,Directed,367826,,1
UgzpMRA-er2ZfGabtyF4AaABAg,Dr Ngọc Official,Directed,367827,,1
UgwaLq-yQmqh1BMBwGl4AaABAg,Dr Ngọc Official,Directed,367828,,1
UgxSLeeH3xiYHfwT2Gd4AaABAg,Dr Ngọc Official,Directed,367829,,1
UgyR_JkTB4DLLp0vqBJ4AaABAg,Dr Ngọc Official,Directed,367830,,1
UgzrBF8fQNsZbVN5OHB4AaABAg,Dr Ngọc Official,Directed,367831,,1
UgzrBF8fQNsZbVN5OHB4AaABAg.A0ujW3j3fn5A0utuhhaNPw,Dr Ngọc Official,Directed,367832,,1
UgxTjlIs34AQdobrgwR4AaABAg,Dr Ngọc Official,Directed,367833,,1
UgxTjlIs34AQdobrgwR4AaABAg.A0ugUQdK-V_A0uuOsnsfz7,Dr Ngọc Official,Directed,367834,,1
UgyjLnIF8OIuNkiiBrx4AaABAg,Handmade VN,Directed,367835,,1
UgwqkhNpFiSQE7mQ5Uh4AaABAg,Handmade VN,Directed,367836,,1
UgwWgkgDoAJOXXeg1aF4AaABAg,Handmade VN,Directed,367837,,1
Ugx3APTnDLYoBOlRD454AaABAg,Handmade VN,Directed,367838,,1
UgyvJh-jkrTObKd4wVZ4AaABAg,Handmade VN,Directed,367839,,1
UgyR0dQ2Me7jwG8WAwl4AaABAg,Handmade VN,Directed,367840,,1
Ugw2bohipCvfTX1wOxt4AaABAg,Handmade VN,Directed,367841,,1
UgzyN63OefZorYBuYwN4AaABAg,Handmade VN,Directed,367842,,1
UgwhiQMcD-DOR5Hi_LB4AaABAg,Handmade VN,Directed,367843,,1
UgxGbtWHi_K4mRq30Od4AaABAg,Handmade VN,Directed,367844,,1
Ugxm5TA0Ob3lN7-hKGp4AaABAg,Handmade VN,Directed,367845,,1
Ugx5qC3m5b0On6tewQR4AaABAg,Handmade VN,Directed,367846,,1
UgzjoUA9pQnd_0uhovZ4AaABAg,Handmade VN,Directed,367847,,1
UgzjoUA9pQnd_0uhovZ4AaABAg.A-vwt-J7clLA-z_ejeuaOL,Handmade VN,Directed,367848,,1
Ugz__KpP-lYTZrA5yW54AaABAg,Handmade VN,Directed,367849,,1
UgxrgW63SB3-O86Zv7t4AaABAg,Handmade VN,Directed,367850,,1
UgxrgW63SB3-O86Zv7t4AaABAg.A-iJ9dnpdNCA2rNuyHn-bM,Handmade VN,Directed,367851,,1
Ugzn1h37ZSkI3Qb_JrV4AaABAg,Handmade VN,Directed,367852,,1
Ugw8T2FOAvu8gWJ6Tlh4AaABAg,Handmade VN,Directed,367853,,1
Ugw8T2FOAvu8gWJ6Tlh4AaABAg.9vEdAQyE9Bk9vMX-DZpeJ8,Handmade VN,Directed,367854,,1
UgyxVJrYCBsLzQOxSN54AaABAg,Handmade VN,Directed,367855,,1
UgzBvSlOgiJmkybpKKd4AaABAg,Handmade VN,Directed,367856,,1
UgzBvSlOgiJmkybpKKd4AaABAg.9rJ-kaznqHe9rL7P39jeOp,Handmade VN,Directed,367857,,1
Ugz3fOGYu7qj9UVvU3l4AaABAg,Handmade VN,Directed,367858,,1
Ugz3fOGYu7qj9UVvU3l4AaABAg.9oq8tS9FznF9oqlSSHgYig,Handmade VN,Directed,367859,,1
UgzSRtKIzWt1zxQ1Etd4AaABAg,Handmade VN,Directed,367860,,1
UgxqFNlANe10eA_7WAt4AaABAg,Handmade VN,Directed,367861,,1
UgxqFNlANe10eA_7WAt4AaABAg.9nn2G8pJLc_9nnoLvE1uPs,Handmade VN,Directed,367862,,1
UgzAbzZgpG8-Zte06sZ4AaABAg,Handmade VN,Directed,367863,,1
UgzAbzZgpG8-Zte06sZ4AaABAg.9nfa5w-oRn49nmo277dWhX,Handmade VN,Directed,367864,,1
UgyTnJSPqvUzxZpbbVd4AaABAg,Handmade VN,Directed,367865,,1
UgznHijIYNN2uGM2eRV4AaABAg,Handmade VN,Directed,367866,,1
UgznHijIYNN2uGM2eRV4AaABAg.9nMr69SzBqq9nNbWqbZ8m_,Handmade VN,Directed,367867,,1
Ugzi0AKqb4EhGx5hL714AaABAg,Handmade VN,Directed,367868,,1
Ugw9-pAoARHo7RA2od14AaABAg,Handmade VN,Directed,367869,,1
UgwA5lo4RnDrjFnpr5N4AaABAg,Handmade VN,Directed,367870,,1
UgwA5lo4RnDrjFnpr5N4AaABAg.9lc1SjNMVZq9ld4YGgCJ4e,Handmade VN,Directed,367871,,1
Ugyof3YiEOCJubNI3dN4AaABAg,Handmade VN,Directed,367872,,1
Ugyof3YiEOCJubNI3dN4AaABAg.9koYW_YvDpZ9ktlBOP2brg,Handmade VN,Directed,367873,,1
UgxBkz7F57jXJmAd8Tt4AaABAg,Handmade VN,Directed,367874,,1
UgxBkz7F57jXJmAd8Tt4AaABAg.9koYEHaT7Lj9ktl9V2uvjx,Handmade VN,Directed,367875,,1
UgyFq9_ATT8rMZBc-zx4AaABAg,Handmade VN,Directed,367876,,1
UgyFq9_ATT8rMZBc-zx4AaABAg.9kRu5YOupWa9kRwEq-tMwV,Handmade VN,Directed,367877,,1
Ugx7-i0gN89No1t3d1p4AaABAg,Handmade VN,Directed,367878,,1
UgwVYX9fV6y0hiv54YZ4AaABAg,Handmade VN,Directed,367879,,1
UgwVYX9fV6y0hiv54YZ4AaABAg.9k76ZE57JYG9k84PqjgTXt,Handmade VN,Directed,367880,,1
UgxC9DiPts5iop_ngZd4AaABAg,Handmade VN,Directed,367881,,1
UgxC9DiPts5iop_ngZd4AaABAg.9k14vnNPhym9k2U5ONmlA_,Handmade VN,Directed,367882,,1
